"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","name"
"ENSG00000062598",723.334291710244,-0.0779769636682608,0.0747560906426087,-1.04308509176932,0.296908884710764,0.402339384228322,"ELMO2","63916","engulfment and cell motility 2"
"ENSG00000102898",1626.01001817455,-0.059587801168426,0.0571310392119417,-1.04300222769221,0.296947261017211,0.402354393019368,"NUTF2","10204","nuclear transport factor 2"
"ENSG00000140688",565.860859889343,-0.0844016786881291,0.0809325266471815,-1.04286474406108,0.297010940242969,0.402403680575554,"C16orf58","64755","chromosome 16 open reading frame 58"
"ENSG00000183484",2.48250224083626,1.24803221638365,1.19699968867812,1.04263370173629,0.2971179742487,0.402511692662684,"GPR132","29933","G protein-coupled receptor 132"
"ENSG00000151778",26.1081195460501,0.358496677410724,0.343906137401251,1.04242593668065,0.297214246712555,0.402605107357503,"SERP2","387923","stress associated endoplasmic reticulum protein family member 2"
"ENSG00000071994",717.676054003643,0.0767215982916633,0.0736136596364427,1.04221959172482,0.297309881781837,0.402697641549556,"PDCD2","5134","programmed cell death 2"
"ENSG00000225362",4.51849961101313,-0.916113331397227,0.87908196778733,-1.04212504062972,0.297353710420583,0.402719994870295,"CT62","196993","cancer/testis antigen 62"
"ENSG00000114374",0.890722796720036,-2.1399412581592,2.05414746622271,-1.0417661308875,0.297520120364949,0.402871327998771,"USP9Y","8287","ubiquitin specific peptidase 9, Y-linked"
"ENSG00000067048",0.890722796720036,-2.1399412581592,2.05414746622271,-1.0417661308875,0.297520120364949,0.402871327998771,"DDX3Y","8653","DEAD-box helicase 3, Y-linked"
"ENSG00000133961",1984.39122742476,0.0571763012792114,0.0548885712611843,1.04167953301501,0.297560281135665,0.402888693006654,"NUMB","8650","NUMB, endocytic adaptor protein"
"ENSG00000147123",718.644683587873,0.0829466725122595,0.0796377160878124,1.04155011704251,0.297620306051206,0.402932947876416,"NDUFB11","54539","NADH:ubiquinone oxidoreductase subunit B11"
"ENSG00000187642",11.9797501642461,0.542754431727068,0.521175918552173,1.04140351157214,0.297688313468276,0.402978199452518,"PERM1","84808","PPARGC1 and ESRR induced regulator, muscle 1"
"ENSG00000109536",259.85563413387,-0.119948648682762,0.115184593155667,-1.04136018018188,0.297708416042816,0.402978199452518,"FRG1","2483","FSHD region gene 1"
"ENSG00000140876",10.7640857641183,-0.567670368605437,0.545821892188451,-1.04002858208817,0.298326621792382,0.403777918263948,"NUDT7","283927","nudix hydrolase 7"
"ENSG00000090686",1161.96764325626,-0.0626851288018059,0.060339692673587,-1.03887053487174,0.298864951596397,0.404451947945393,"USP48","84196","ubiquitin specific peptidase 48"
"ENSG00000111142",1753.58854770768,0.0611017231011691,0.0588173034895672,1.03883924416914,0.298879506383042,0.404451947945393,"METAP2","10988","methionyl aminopeptidase 2"
"ENSG00000169885",1.40907649268242,1.66711198483307,1.60608624902263,1.03799654959226,0.299271661462625,0.404908266468022,"CALML6","163688","calmodulin like 6"
"ENSG00000136872",1.40907649268242,1.66711198483307,1.60608624902263,1.03799654959226,0.299271661462625,0.404908266468022,"ALDOB","229","aldolase, fructose-bisphosphate B"
"ENSG00000180481",1.43145018809706,1.68920725359002,1.6279993865857,1.03759698407054,0.299457722605404,0.405122812168023,"GLIPR1L2","144321","GLI pathogenesis related 1 like 2"
"ENSG00000125551",1.45085640815868,1.64512669595162,1.58570656122536,1.03747233957356,0.299515780182193,0.405164164141822,"PLGLB2","5342","plasminogen-like B2"
"ENSG00000031081",944.010616989333,-0.0691809752131866,0.066741883617912,-1.03654514171698,0.299947890994916,0.405686170249529,"ARHGAP31","57514","Rho GTPase activating protein 31"
"ENSG00000133112",13019.6343450504,-0.044049703703027,0.0424974340206946,-1.03652619783059,0.299956723925167,0.405686170249529,"TPT1","7178","tumor protein, translationally-controlled 1"
"ENSG00000167889",46.7266015647561,0.26583447599102,0.256568817798996,1.03611373459764,0.300149085380346,0.405909086101627,"MGAT5B","146664","mannosyl (alpha-1,6-)-glycoprotein beta-1,6-N-acetyl-glucosaminyltransferase, isozyme B"
"ENSG00000105671",724.190552267002,-0.0769439926403795,0.0742830397686904,-1.03582180912325,0.300285281047446,0.406056011751286,"DDX49","54555","DEAD-box helicase 49"
"ENSG00000130766",824.9669138471,-0.0747016346254001,0.0722101130931706,-1.03450377551708,0.300900712679168,0.4068508902262,"SESN2","83667","sestrin 2"
"ENSG00000137491",0.925394691942548,1.98950594885662,1.92501246431177,1.03350289192434,0.301368617866747,0.407446169169812,"SLCO2B1","11309","solute carrier organic anion transporter family member 2B1"
"ENSG00000086712",345.234899049628,0.105982681416285,0.102572963899715,1.03324187375441,0.301490721413453,0.407573862795034,"TXLNG","55787","taxilin gamma"
"ENSG00000126264",2.79297901722434,1.13506188377964,1.098866470735,1.03293886382795,0.301632509891823,0.407728141867898,"HCST","10870","hematopoietic cell signal transducer"
"ENSG00000178776",2.42634933271885,-1.22539666661595,1.1871679742067,-1.03220158666662,0.301977691922228,0.408157302233107,"C5orf46","389336","chromosome 5 open reading frame 46"
"ENSG00000256053",191.879308057164,-0.136981730864667,0.132717565222085,-1.03212962530956,0.30201139721888,0.408165426154227,"APOPT1","84334","apoptogenic 1, mitochondrial"
"ENSG00000033011",448.357992283861,0.0959765226797361,0.093060560313076,1.03133402976352,0.30238420550743,0.408631800914039,"ALG1","56052","ALG1, chitobiosyldiphosphodolichol beta-mannosyltransferase"
"ENSG00000158636",397.967675012312,0.0990991728702714,0.0961193009235289,1.03100180627732,0.302539972757087,0.408804815118176,"EMSY","56946","EMSY, BRCA2 interacting transcriptional repressor"
"ENSG00000265491",1434.53684665598,0.0634162452813631,0.0615195839664956,1.03083020385672,0.30262045165688,0.408876074121663,"RNF115","27246","ring finger protein 115"
"ENSG00000137841",3.78504452447943,-1.00458542753776,0.975369173455447,-1.02995404701874,0.303031577681583,0.409394022538378,"PLCB2","5330","phospholipase C beta 2"
"ENSG00000182362",118.990888026351,0.178946919099595,0.17384662233236,1.02933791119326,0.303320914265974,0.409747354211908,"YBEY","54059","ybeY metallopeptidase (putative)"
"ENSG00000121897",66.283518247016,-0.229961016533138,0.22370357333408,-1.02797203060192,0.303962984533566,0.410577075066969,"LIAS","11019","lipoic acid synthetase"
"ENSG00000119203",632.172448370556,-0.0794286471980029,0.077272135150042,-1.02790801682616,0.30399309812485,0.410580120982775,"CPSF3","51692","cleavage and polyadenylation specific factor 3"
"ENSG00000134077",392.458985663622,-0.100558959865785,0.0978455184299823,-1.02773189287912,0.304075961213324,0.410627235774167,"THUMPD3","25917","THUMP domain containing 3"
"ENSG00000151006",7.3621320491164,-0.674779000259372,0.656588933410319,-1.02770388887698,0.304089137965123,0.410627235774167,"PRSS53","339105","protease, serine 53"
"ENSG00000138400",4.09724952264627,0.935500666152977,0.91032452830959,1.02765622265516,0.304111567273377,0.410627235774167,"MDH1B","130752","malate dehydrogenase 1B"
"ENSG00000162695",773.528445739752,-0.0757342648502761,0.0737146778482263,-1.02739735234559,0.304233397708149,0.410754105480276,"SLC30A7","148867","solute carrier family 30 member 7"
"ENSG00000170044",7.94666810517515,-0.638220788800965,0.621330350433593,-1.0271843124283,0.304333683594788,0.410846125850095,"ZPLD1","131368","zona pellucida like domain containing 1"
"ENSG00000163159",488.068056106132,0.0900257363377173,0.0876474974202307,1.02713413374582,0.304357307777944,0.410846125850095,"VPS72","6944","vacuolar protein sorting 72 homolog"
"ENSG00000197763",98.5376086123417,-0.185400425591225,0.180514283761274,-1.02706789583705,0.304388494528377,0.410850593677005,"TXNRD3","114112","thioredoxin reductase 3"
"ENSG00000144649",0.857568005696602,-2.03050553693607,1.97804804851135,-1.02651982517017,0.304646623684517,0.41116134980425,"FAM198A","729085","family with sequence similarity 198 member A"
"ENSG00000005187",1.73059431883618,-1.44775093700631,1.41092141124223,-1.02610317305459,0.30484295480412,0.411388651946078,"ACSM3","6296","acyl-CoA synthetase medium chain family member 3"
"ENSG00000116213",196.349812421993,0.139177173216193,0.135651173126942,1.02599314114262,0.304894817080276,0.411420968149524,"WRAP73","49856","WD repeat containing, antisense to TP73"
"ENSG00000173156",84.6057941567555,-0.204081926210475,0.198930404203906,-1.02589610184116,0.304940560297819,0.411445022216356,"RHOD","29984","ras homolog family member D"
"ENSG00000174748",9516.99477653929,-0.0378706431907276,0.0369436202989852,-1.02509290871441,0.305319351202493,0.411918399672495,"RPL15","6138","ribosomal protein L15"
"ENSG00000204851",4.75888782580426,-0.872208641169267,0.851164774552008,-1.02472361080536,0.305493619114128,0.412115785675424,"PNMA8B","57469","PNMA family member 8B"
"ENSG00000117480",1.69756814811968,-1.53313547209904,1.4967366504559,-1.02431878823309,0.305684726534739,0.412335850235125,"FAAH","2166","fatty acid amide hydrolase"
"ENSG00000177688",0.509542883584797,-2.57616889117319,2.51657529232664,-1.0236804354824,0.305986239216333,0.412591509018326,"SUMO4","387082","small ubiquitin-like modifier 4"
"ENSG00000263761",0.509542883584797,-2.57616889117319,2.51657529232664,-1.0236804354824,0.305986239216333,0.412591509018326,"GDF2","2658","growth differentiation factor 2"
"ENSG00000126217",0.509542883584797,-2.57616889117319,2.51657529232664,-1.0236804354824,0.305986239216333,0.412591509018326,"MCF2L","23263","MCF.2 cell line derived transforming sequence like"
"ENSG00000131142",0.509542883584797,-2.57616889117319,2.51657529232664,-1.0236804354824,0.305986239216333,0.412591509018326,"CCL25","6370","C-C motif chemokine ligand 25"
"ENSG00000079112",0.888008331166581,1.98902379001916,1.94313913639411,1.0236136737538,0.306017784118371,0.412596295154748,"CDH17","1015","cadherin 17"
"ENSG00000102181",1534.73992573422,0.0572771309427581,0.0559899824012295,1.02298890777112,0.306313090392217,0.412956670892836,"CD99L2","83692","CD99 molecule like 2"
"ENSG00000240230",217.917477479932,0.128473944712045,0.125657452009278,1.0224140523123,0.30658497238513,0.413285404098788,"COX19","90639","COX19, cytochrome c oxidase assembly factor"
"ENSG00000168395",181.956423753371,0.142388502107597,0.139362539198707,1.02171288587513,0.306916810441504,0.413694892288905,"ING5","84289","inhibitor of growth family member 5"
"ENSG00000167136",83.7324736432136,0.199825821121762,0.195683423011846,1.02116887596383,0.307174435528596,0.413967673349267,"ENDOG","2021","endonuclease G"
"ENSG00000137880",0.838323770582743,-2.0303410945279,1.98825583927932,-1.02116692148825,0.307175361361622,0.413967673349267,"GCHFR","2644","GTP cyclohydrolase I feedback regulator"
"ENSG00000110713",2212.22320249282,-0.0513709085290703,0.050322608485774,-1.02083159189955,0.307334233989954,0.414143909714176,"NUP98","4928","nucleoporin 98"
"ENSG00000276180",224.38131827193,-0.129396758899029,0.126812615615752,-1.02037765147205,0.307549388780104,0.414395949153518,"HIST1H4I","8294","histone cluster 1 H4 family member i"
"ENSG00000114302",2396.87309911747,-0.0528784224334014,0.0518472872910607,-1.0198879284957,0.307781615252584,0.414670943010566,"PRKAR2A","5576","protein kinase cAMP-dependent type II regulatory subunit alpha"
"ENSG00000179397",4.95866937953213,0.818295257771925,0.802713348175682,1.01941154913103,0.308007625507555,0.414937512315388,"CATSPERE","257044","catsper channel auxiliary subunit epsilon"
"ENSG00000188739",14.7803162084467,0.488932426419726,0.479768602765009,1.01910050720681,0.308155253409175,0.415082993135695,"RBM34","23029","RNA binding motif protein 34"
"ENSG00000165675",176.024545246372,0.137340968601128,0.134771503069829,1.01906534744194,0.308171944014844,0.415082993135695,"ENOX2","10495","ecto-NOX disulfide-thiol exchanger 2"
"ENSG00000175264",9.29821801331184,0.587868972980373,0.57725537551944,1.01838631203977,0.308494404549275,0.4154793506577,"CHST1","8534","carbohydrate sulfotransferase 1"
"ENSG00000166263",206.337708726295,-0.132153972834951,0.130087730695186,-1.0158834513349,0.309684890198226,0.417044582578715,"STXBP4","252983","syntaxin binding protein 4"
"ENSG00000012124",4.78671687637279,0.826143616424235,0.81387592283189,1.01507317423725,0.310070947894836,0.417526325269446,"CD22","933","CD22 molecule"
"ENSG00000215912",2.46654945097095,1.20630685798817,1.18865720273303,1.01484839801969,0.31017809913194,0.417632452494658,"TTC34","100287898","tetratricopeptide repeat domain 34"
"ENSG00000163297",3687.27937494237,0.0464553720498395,0.0457878287626333,1.01457905529146,0.310306527502991,0.417767205840785,"ANTXR2","118429","anthrax toxin receptor 2"
"ENSG00000135362",52.3187805223539,0.263102895148334,0.25943065801885,1.0141549852185,0.310508804317804,0.418001348012038,"PRR5L","79899","proline rich 5 like"
"ENSG00000189045",1.96769299992199,1.35879134041624,1.34025979328599,1.01382683209859,0.310665389505862,0.418173943788236,"ANKDD1B","728780","ankyrin repeat and death domain containing 1B"
"ENSG00000147570",2.36024646029749,-1.36619903070015,1.34801381701448,-1.01349037632711,0.310825990576513,0.418351913161338,"DNAJC5B","85479","DnaJ heat shock protein family (Hsp40) member C5 beta"
"ENSG00000105372",8873.48040315022,0.0439948885215518,0.0434416688407698,1.01273477045299,0.311186864990645,0.418799380534393,"RPS19","6223","ribosomal protein S19"
"ENSG00000149582",320.41230764622,0.104177300994577,0.102876861999057,1.01264073349683,0.311231796003309,0.418821604227243,"TMEM25","84866","transmembrane protein 25"
"ENSG00000114125",1297.80584934582,0.0592859068149112,0.0585783074392462,1.01207954627912,0.311500021140639,0.419144281162305,"RNF7","9616","ring finger protein 7"
"ENSG00000129535",7.97598915860933,0.656017955269827,0.648394221096538,1.01175786878605,0.311653838878549,0.419312970366264,"NRL","4901","neural retina leucine zipper"
"ENSG00000010256",2463.85654287311,-0.0494242463366459,0.0488583590301962,-1.01158220041938,0.311737860020345,0.419354618740457,"UQCRC1","7384","ubiquinol-cytochrome c reductase core protein 1"
"ENSG00000187091",233.478046749757,0.122141080262329,0.120743573775155,1.01157416865743,0.311741701921593,0.419354618740457,"PLCD1","5333","phospholipase C delta 1"
"ENSG00000102390",322.099994629768,0.106460603467039,0.105276926799751,1.01124345764328,0.311899920847157,0.419529162493876,"PBDC1","51260","polysaccharide biosynthesis domain containing 1"
"ENSG00000015285",1.67083426264557,-1.45111808398534,1.43531779394109,-1.0110082172122,0.312012496900158,0.419642286851116,"WAS","7454","Wiskott-Aldrich syndrome"
"ENSG00000109736",1118.45493340414,0.0621790189123082,0.0615066974014493,1.01093086670661,0.312049519408212,0.41965378383413,"MFSD10","10227","major facilitator superfamily domain containing 10"
"ENSG00000164418",301.329452833744,0.117120039021493,0.11593228465091,1.01024524250652,0.312377808370804,0.420056947059207,"GRIK2","2898","glutamate ionotropic receptor kainate type subunit 2"
"ENSG00000156299",205.782801738172,0.135110708654813,0.133751735052137,1.01016041849586,0.312418439415223,0.420073256099038,"TIAM1","7074","T-cell lymphoma invasion and metastasis 1"
"ENSG00000073605",73.7421847437633,0.22770292268717,0.225586334390805,1.00938260866768,0.312791175808936,0.420506098047234,"GSDMB","55876","gasdermin B"
"ENSG00000204301",8.81035979889404,0.626487215031563,0.620671776800935,1.00936958703133,0.312797418434783,0.420506098047234,"NOTCH4","4855","notch 4"
"ENSG00000241343",43.2655330481338,-0.280853767695324,0.278274367893678,-1.0092692683885,0.312845514354398,0.42053239607398,"RPL36A","6173","ribosomal protein L36a"
"ENSG00000110799",23.8522417376149,0.369226471521365,0.366397113955088,1.00772210658467,0.313587889208883,0.421491866042911,"VWF","7450","von Willebrand factor"
"ENSG00000277775",0.863988911245929,-2.06356056892575,2.04842910248274,-1.00738686363354,0.313748901567466,0.421669825943947,"HIST1H3F","8968","histone cluster 1 H3 family member f"
"ENSG00000141576",64.2376131009139,-0.227981420396966,0.226389255941227,-1.00703286226689,0.313918982358771,0.421859940002148,"RNF157","114804","ring finger protein 157"
"ENSG00000138621",87.4578523652495,-0.191899309471306,0.190710472854706,-1.00623372486474,0.314303152777337,0.422337697450072,"PPCDC","60490","phosphopantothenoylcysteine decarboxylase"
"ENSG00000248712",4.39036925728579,-0.848650588261126,0.843497448403254,-1.00610925364105,0.314363017815738,0.422379629553136,"CCDC153","283152","coiled-coil domain containing 153"
"ENSG00000184144",0.546929244360764,-2.65721466743413,2.64282933919413,-1.00544315443554,0.314683508874418,0.422733165052518,"CNTN2","6900","contactin 2"
"ENSG00000183230",0.546929244360764,-2.65721466743413,2.64282933919413,-1.00544315443554,0.314683508874418,0.422733165052518,"CTNNA3","29119","catenin alpha 3"
"ENSG00000137869",1.40923847763018,1.60809945085164,1.59951641907721,1.00536601667358,0.314720637282633,0.422744508956566,"CYP19A1","1588","cytochrome P450 family 19 subfamily A member 1"
"ENSG00000258881",1.64516912198239,-1.43247445468004,1.4251791630828,-1.00511885928886,0.314839619944823,0.422865790462662,NA,NA,NA
"ENSG00000273291",0.497821663472016,-2.54548084760877,2.53487097297519,-1.00418556792306,0.315289177124815,0.423238172189226,NA,NA,NA
"ENSG00000145087",0.497821663472016,-2.54548084760877,2.53487097297519,-1.00418556792306,0.315289177124815,0.423238172189226,"STXBP5L","9515","syntaxin binding protein 5 like"
"ENSG00000158516",0.497821663472016,-2.54548084760877,2.53487097297519,-1.00418556792306,0.315289177124815,0.423238172189226,"CPA2","1358","carboxypeptidase A2"
"ENSG00000154493",0.497821663472016,-2.54548084760877,2.53487097297519,-1.00418556792306,0.315289177124815,0.423238172189226,"C10orf90","118611","chromosome 10 open reading frame 90"
"ENSG00000124103",0.497821663472016,-2.54548084760877,2.53487097297519,-1.00418556792306,0.315289177124815,0.423238172189226,"FAM209A","200232","family with sequence similarity 209 member A"
"ENSG00000181781",0.497821663472016,-2.54548084760877,2.53487097297519,-1.00418556792306,0.315289177124815,0.423238172189226,"ODF3L2","284451","outer dense fiber of sperm tails 3 like 2"
"ENSG00000106327",2.79939992277367,1.11023012223214,1.10635559816504,1.00350206034437,0.315618683331384,0.423641908464293,"TFR2","7036","transferrin receptor 2"
"ENSG00000099785",266.342374586712,-0.114257236463459,0.113874028844328,-1.00336518891112,0.315684693656412,0.423691923787287,"MARCH2","51257","membrane associated ring-CH-type finger 2"
"ENSG00000127080",116.895224308381,-0.169783708152928,0.169324313107337,-1.00271310739232,0.315999303872716,0.424075554587151,"IPPK","64768","inositol-pentakisphosphate 2-kinase"
"ENSG00000136011",1.71245219317407,-1.39591606447423,1.39264386316871,-1.00234963251702,0.316174759162127,0.42427238464276,"STAB2","55576","stabilin 2"
"ENSG00000225556",2.42164007519391,1.21313285737304,1.21094842324934,1.00180390352038,0.316438311568077,0.424562226545626,"C2CD4D","100191040","C2 calcium dependent domain containing 4D"
"ENSG00000171217",3.8794085614246,0.957601574110567,0.955897128880149,1.00178308437061,0.316448368747707,0.424562226545626,"CLDN20","49861","claudin 20"
"ENSG00000156500",36.7689519675627,0.302013224221,0.301528828835553,1.00160646458688,0.316533697523382,0.424638051529183,"FAM122C","159091","family with sequence similarity 122C"
"ENSG00000131165",1588.34007953804,0.0558423141019244,0.0557927681187261,1.00088803593851,0.316880941284017,0.425065196381527,"CHMP1A","5119","charged multivesicular body protein 1A"
"ENSG00000163694",19.6386071126526,0.3996369101405,0.399315956116874,1.00080375957612,0.316921691609168,0.425081169542767,"RBM47","54502","RNA binding motif protein 47"
"ENSG00000197417",35.5434107237894,-0.295957544934561,0.295784827759697,-1.00058392844613,0.317028003189899,0.425185067887226,"SHPK","23729","sedoheptulokinase"
"ENSG00000100473",1.7690827890639,-1.40218085767093,1.40146336343294,-1.00051196075239,0.317062812255998,0.425193059784249,"COCH","1690","cochlin"
"ENSG00000102890",12.3021668115137,-0.514442086234912,0.515267409396512,-0.998398262442861,0.318086275848216,0.426526752201894,"ELMO3","79767","engulfment and cell motility 3"
"ENSG00000197061",1.40281757208086,1.660900273539,1.66451992115277,0.997825410457537,0.318364026117018,0.426860354522618,"HIST1H4C","8364","histone cluster 1 H4 family member c"
"ENSG00000139263",334.076026182581,-0.100926996161362,0.101252145931858,-0.996788712303297,0.318867078371163,0.427495952063513,"LRIG3","121227","leucine rich repeats and immunoglobulin like domains 3"
"ENSG00000125449",140.06413356149,0.167023385609567,0.167592614926697,0.996603494029979,0.318957009313792,0.427577624455763,"ARMC7","79637","armadillo repeat containing 7"
"ENSG00000184160",5.11256755138787,-0.784877237972879,0.787781092650089,-0.996313881223727,0.319097661287735,0.427727269855265,"ADRA2C","152","adrenoceptor alpha 2C"
"ENSG00000169093",416.966581140867,0.0947067573896434,0.0950715936733616,0.996162510066134,0.319171191633922,0.427786924545357,"ASMTL","8623","acetylserotonin O-methyltransferase like"
"ENSG00000075234",838.953244084893,-0.0685051725592175,0.0687809988049106,-0.99598979005124,0.319255105986912,0.4278604848627,"TTC38","55020","tetratricopeptide repeat domain 38"
"ENSG00000126243",248.188949861166,-0.115523955730127,0.116000140674588,-0.995894962353566,0.319301183247941,0.427883327760334,"LRFN3","79414","leucine rich repeat and fibronectin type III domain containing 3"
"ENSG00000187796",42.7179374222416,-0.266417591841509,0.267722780562467,-0.995124849972734,0.319675545948037,0.42834604929377,"CARD9","64170","caspase recruitment domain family member 9"
"ENSG00000225973",49.9928588375853,0.252787558780832,0.254046252844424,0.995045413779975,0.319714177352396,0.428358867801782,"PIGBOS1","101928527","PIGB opposite strand 1"
"ENSG00000148288",28.8614869979245,0.337364778717095,0.33934035384449,0.994178189817353,0.320136124300761,0.42888521043038,"GBGT1","26301","globoside alpha-1,3-N-acetylgalactosaminyltransferase 1 (FORS blood group)"
"ENSG00000105048",2.80384731459849,-1.10061439963285,1.1078910629676,-0.993431968559025,0.32049948882468,0.429332981848585,"TNNT1","7138","troponin T1, slow skeletal type"
"ENSG00000160867",20.2144256210503,0.388970393657861,0.391589127136292,0.993312548033237,0.3205576643954,0.429371885654767,"FGFR4","2264","fibroblast growth factor receptor 4"
"ENSG00000133265",531.554104651345,-0.0816829388760088,0.0822657815782871,-0.992915125935762,0.320751317809168,0.429592232085743,"HSPBP1","23640","HSPA (Hsp70) binding protein 1"
"ENSG00000178307",338.815799984992,-0.102491324632682,0.10322990111147,-0.992845324166391,0.320785338280291,0.429598756526573,"TMEM11","8834","transmembrane protein 11"
"ENSG00000184206",5.89881156123624,0.758017109129602,0.763532554278407,0.9927764112769,0.320818927835901,0.429604702748092,"GOLGA6L4","643707","golgin A6 family-like 4"
"ENSG00000167604",26.7014162551957,0.337604890555745,0.340268804593512,0.992171148216337,0.321114044196052,0.429960823417954,"NFKBID","84807","NFKB inhibitor delta"
"ENSG00000171813",151.443661896861,0.149960259477056,0.15120397195216,0.991774604469397,0.321307488555162,0.430180756388625,"PWWP2B","170394","PWWP domain containing 2B"
"ENSG00000160679",696.308883841923,-0.0762117207648274,0.0768645480261477,-0.991506783320989,0.321438181732124,0.430316642961944,"CHTOP","26097","chromatin target of PRMT1"
"ENSG00000160310",1274.789976197,-0.058495084970677,0.0590208757952723,-0.991091443196827,0.321640930870259,0.430548959052305,"PRMT2","3275","protein arginine methyltransferase 2"
"ENSG00000169136",388.349680965212,-0.0924560432204856,0.0934119836043541,-0.989766405262119,0.322288308823734,0.431376359589882,"ATF5","22809","activating transcription factor 5"
"ENSG00000143816",24.1323951922568,0.360251196381431,0.364007647454134,0.989680296282301,0.322330408758577,0.431393531082811,"WNT9A","7483","Wnt family member 9A"
"ENSG00000118260",577.113593895326,-0.0796519920636399,0.0804961216851235,-0.989513412524574,0.32241201087423,0.431463562722637,"CREB1","1385","cAMP responsive element binding protein 1"
"ENSG00000186952",3.50529444800173,0.941313819955258,0.951594141877954,0.989196736854213,0.322566894656456,0.431631640952139,"TMEM232","642987","transmembrane protein 232"
"ENSG00000140104",100.212483655885,0.177174745806398,0.179266801743561,0.988329931047936,0.32299109130843,0.432160027571824,"CLBA1","122616","clathrin binding box of aftiphilin containing 1"
"ENSG00000164532",2.68424000045191,1.08000168147292,1.09506879017118,0.986240947752784,0.3240148899409,0.433490509073074,"TBX20","57057","T-box 20"
"ENSG00000108001",30.6637858366502,0.325943195228174,0.330637300084743,0.985802857525858,0.324229863263092,0.433722410351004,"EBF3","253738","early B-cell factor 3"
"ENSG00000129521",2.6873694607527,1.08250386445209,1.09813273907254,0.985767772816202,0.324247083542364,0.433722410351004,"EGLN3","112399","egl-9 family hypoxia inducible factor 3"
"ENSG00000152503",6.92075661632301,0.735146777430644,0.746336403735476,0.985007261807375,0.324620503976596,0.434182501824764,"TRIM36","55521","tripartite motif containing 36"
"ENSG00000117877",71.1729479194517,-0.228115578562864,0.231682713998755,-0.984603359593283,0.32481893880017,0.434408486391734,"CD3EAP","10849","CD3e molecule associated protein"
"ENSG00000146267",28.4594295832608,0.331456343740737,0.336669572443387,0.984515295918149,0.324862214455586,0.434426940989604,"FAXC","84553","failed axon connections homolog"
"ENSG00000163166",1044.0471734974,0.0644678976153577,0.0656502642079695,0.981989918747832,0.326104814779809,0.436049061896645,"IWS1","55677","IWS1, SUPT6H interacting protein"
"ENSG00000109762",457.638917495727,0.0908352850023553,0.0925123954590435,0.981871505452146,0.326163155230896,0.436087506286215,"SNX25","83891","sorting nexin 25"
"ENSG00000179902",0.827671295280882,-2.05069082033362,2.08925983408868,-0.981539388674517,0.326326820369345,0.436266752413227,"C1orf194","127003","chromosome 1 open reading frame 194"
"ENSG00000103343",130.550078574259,0.160654686302586,0.163690493410829,0.981453980344335,0.326368917703445,0.436281929716898,"ZNF174","7727","zinc finger protein 174"
"ENSG00000213204",3.54148212470977,-0.92740211430192,0.944982335775135,-0.981396243286607,0.326397378006413,0.436281929716898,NA,NA,NA
"ENSG00000234289",1.7732809941756,-1.450799435476,1.47880503672962,-0.981062005769498,0.326562165251651,0.436462609184623,"LOC102724334","102724334","histone H2B type F-S-like"
"ENSG00000001167",678.678533982465,0.0828651035623303,0.0845013964262491,0.980635907415484,0.326772320493989,0.436703886420059,"NFYA","4800","nuclear transcription factor Y subunit alpha"
"ENSG00000171448",132.336439241954,0.157169407883883,0.160315840110422,0.980373541227297,0.326901765364843,0.436837267018502,"ZBTB26","57684","zinc finger and BTB domain containing 26"
"ENSG00000117266",2.31082817713142,2.43811035787373,2.48730111453928,0.980223240210842,0.326975935104041,0.436896766234212,"CDK18","5129","cyclin dependent kinase 18"
"ENSG00000108528",723.842358616785,-0.073072654044494,0.0746020012629593,-0.979499916991843,0.327333029608348,0.437334257126991,"SLC25A11","8402","solute carrier family 25 member 11"
"ENSG00000129595",1.91965416384416,1.36424272100453,1.39302053967466,0.979341425448867,0.327411308458772,0.437399189998675,"EPB41L4A","64097","erythrocyte membrane protein band 4.1 like 4A"
"ENSG00000168488",1867.28679293544,-0.05762646485347,0.0588655179148052,-0.978951122741696,0.327604130470494,0.437617119085847,"ATXN2L","11273","ataxin 2 like"
"ENSG00000198208",6.61985670171142,-0.706182622981477,0.721415174418551,-0.978885180160855,0.327636715489722,0.437620981773384,"RPS6KL1","83694","ribosomal protein S6 kinase like 1"
"ENSG00000131061",83.6123725032877,0.209001206776313,0.213779075000274,0.977650440184777,0.328247241178925,0.438396723198459,"ZNF341","84905","zinc finger protein 341"
"ENSG00000196371",119.292294683749,0.163415330548023,0.167173961147978,0.977516650475082,0.328313438704875,0.438420674470271,"FUT4","2526","fucosyltransferase 4"
"ENSG00000166562",222.098543551663,0.127482510202957,0.130417696979289,0.97749395331833,0.328324669841796,0.438420674470271,"SEC11C","90701","SEC11 homolog C, signal peptidase complex subunit"
"ENSG00000165716",21.8130782288333,0.368847502965808,0.377372692922865,0.977409096850579,0.328366661211749,0.438437022371694,"FAM69B","138311","family with sequence similarity 69 member B"
"ENSG00000160993",150.690471011692,0.149895020006436,0.153377810802329,0.977292733690267,0.328424249385775,0.438474190365754,"ALKBH4","54784","alkB homolog 4, lysine demethylase"
"ENSG00000185269",3.65189420718635,0.957596566281116,0.98019080036147,0.976949146970139,0.328594328808638,0.438661523367909,"NOTUM","147111","notum, palmitoleoyl-protein carboxylesterase"
"ENSG00000135625",1.44662483840615,1.54606251422037,1.58291654699146,0.976717640079548,0.328708959610573,0.438735070344197,"EGR4","1961","early growth response 4"
